0.0	10.615175576	BOAALB_M
0.0	108.93957544800001	PHYCUV_M
1.372467424	3.43116856	BOALUN_F
7.612902632000001	10.615175576	BOALUN_F
12.094866904	13.596001560000001	PHYMAR_F
14.49668308	17.970740112	BOALUN_F
15.032804416000001	22.517038000000003	BOAALB_M
21.830804288000003	24.23262228	BOALUN_F
22.517038000000003	24.018174472	PHYMAR_F
27.256338552000003	35.319581944	BOAALB_M
28.19991036	30.151385776	BOALUN_F
33.518218904	35.555474896	BOALUN_F
34.333121664000004	67.89423085600001	DENCRU_F
37.399728224	47.6503418	BOAALB_M
38.10740708	39.758655928	PHYMAR_F
42.374921728000004	45.291414096000004	BOALUN_F
47.2857798	50.43816512	PHYMAR_F
48.744025984000004	52.668423776	BOALUN_F
50.867060736	57.53639337600001	BOAALB_M
55.220355960000006	57.321945568000004	BOALUN_F
59.745208704	61.739574408	PHYMAR_F
60.08832556	63.841164016	BOALUN_F
61.632350504	83.05570432	BOAALB_M
68.580464568	74.713677688	BOALUN_F
69.63126027999999	70.960837416	PHYMAR_F
75.24979720799999	76.686598248	PHYMAR_F
77.051160248	79.17419500000001	BOALUN_F
79.94620747200001	81.66179175200001	PHYMAR_F
83.05570432	87.53766677600001	BOALUN_F
84.08505307200001	85.650524976	PHYMAR_F
88.352569536	89.639256384	BOAALB_M
89.960928096	91.547843328	PHYMAR_F
90.282599808	93.820992272	BOALUN_F
92.3198558	96.17991997600001	BOAALB_F
96.673151024	98.08850692	PHYMAR_F
96.758929784	98.774740632	BOALUN_F
100.833441768	108.296232024	BOALUN_F
101.369561288	107.13821240800002	BOAALB_M
